"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"Iceland","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1986","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1987","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1988","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1989","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1990","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1991","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1992","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1993","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1994","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","59.659",""
"Iceland","1995","Current prices, million euro","Gross domestic product at market prices","5,441.5",""
"Iceland","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,194.6",""
"Iceland","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","62.384",""
"Iceland","1996","Current prices, million euro","Gross domestic product at market prices","5,833.1",""
"Iceland","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,477.6",""
"Iceland","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","65.984",""
"Iceland","1997","Current prices, million euro","Gross domestic product at market prices","6,672.3",""
"Iceland","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,851.4",""
"Iceland","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","70.843",""
"Iceland","1998","Current prices, million euro","Gross domestic product at market prices","7,571.0",""
"Iceland","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,355.9",""
"Iceland","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","73.701",""
"Iceland","1999","Current prices, million euro","Gross domestic product at market prices","8,418.2",""
"Iceland","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,652.7",""
"Iceland","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","77.375",""
"Iceland","2000","Current prices, million euro","Gross domestic product at market prices","9,776.3",""
"Iceland","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,034.2",""
"Iceland","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.481",""
"Iceland","2001","Current prices, million euro","Gross domestic product at market prices","9,177.3",""
"Iceland","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,356.6",""
"Iceland","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.931",""
"Iceland","2002","Current prices, million euro","Gross domestic product at market prices","9,911.1",""
"Iceland","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,403.4",""
"Iceland","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.665",""
"Iceland","2003","Current prices, million euro","Gross domestic product at market prices","10,118.1",""
"Iceland","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,583.4",""
"Iceland","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.115",""
"Iceland","2004","Current prices, million euro","Gross domestic product at market prices","11,136.3",""
"Iceland","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,253.1",""
"Iceland","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.573",""
"Iceland","2005","Current prices, million euro","Gross domestic product at market prices","13,568.0",""
"Iceland","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,819.8",""
"Iceland","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.547",""
"Iceland","2006","Current prices, million euro","Gross domestic product at market prices","13,966.7",""
"Iceland","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,440.2",""
"Iceland","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.048",""
"Iceland","2007","Current prices, million euro","Gross domestic product at market prices","15,827.4",""
"Iceland","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,322.9",""
"Iceland","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.457",""
"Iceland","2008","Current prices, million euro","Gross domestic product at market prices","11,052.1",""
"Iceland","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,573.0",""
"Iceland","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.915",""
"Iceland","2009","Current prices, million euro","Gross domestic product at market prices","9,419.1",""
"Iceland","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,686.1",""
